compound,river,date_sampled,year,result,result_unit,group
Terbutryn,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Atrazine,Mill River,09/12/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Atrazine,West River,10/01/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Linuron,Morell River,07/14/2010 12:00:00 AM,2010,< 0.06,ng/ml,Herbicides
Linuron,Morell River,07/14/2010 12:00:00 AM,2010,< 0.06,ng/ml,Herbicides
Glufosinate,Clyde River,05/28/2018 12:00:00 AM,2018,< 1.0,ng/ml,Herbicides
Propiconazole,Winter River,08/24/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Dimethoate,West River,08/21/2018 12:00:00 AM,2018,< 0.04,ng/ml,Insecticides
Terbacil,Morell River,07/20/2017 12:00:00 AM,2017,< 0.01,ng/ml,Herbicides
Chlormephos,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Alachlor,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Chlorothalonil,Mill River,09/28/2017 12:00:00 AM,2017,< 0.01,ng/ml,Fungicides
Azinphos-Methyl,Huntley River,08/13/2015 12:00:00 AM,2015,< 0.03,ng/ml,Insecticides
Prometryn,Mill River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Propiconazole,Montague River,07/29/2014 12:00:00 AM,2014,< 0.02,ng/ml,Fungicides
Cypermethrin,West River,07/19/2016 12:00:00 AM,2016,< 0.01,ng/ml,Insecticides
Metalaxyl,Winter River,10/01/2018 12:00:00 AM,2018,< 0.03,ng/ml,Fungicides
Chlorantraniliprole,Dunk River,08/24/2017 12:00:00 AM,2017,0.07,ng/ml,Insecticides
Fludioxonil,Clyde River,07/25/2018 12:00:00 AM,2018,< 0.01,ng/ml,Fungicides
Chlorantraniliprole,Montague River,08/10/2011 12:00:00 AM,2011,< 0.1,ng/ml,Insecticides
Hexazinone,Montague River,08/22/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Methamidophos,Montague River,09/28/2017 12:00:00 AM,2017,< 5.0,ng/ml,Insecticides
Permethrin,Wilmot River,08/18/2015 12:00:00 AM,2015,< 0.01,ng/ml,Insecticides
Hexazinone,Mill River,08/18/2014 12:00:00 AM,2014,< 0.02,ng/ml,Herbicides
Captan,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.059,ng/ml,Fungicides
Chlorothalonil,Clyde River,09/19/2012 12:00:00 AM,2012,< 0.02,ng/ml,Fungicides
Fludioxonil,Dunk River,08/12/2010 12:00:00 AM,2010,< 0.01,ng/ml,Fungicides
Dimethoate,Montague River,07/29/2014 12:00:00 AM,2014,< 0.04,ng/ml,Insecticides
Chlorantraniliprole,Morell River,07/14/2010 12:00:00 AM,2010,< 0.1,ng/ml,Insecticides
Chlorantraniliprole,Morell River,07/14/2010 12:00:00 AM,2010,< 0.1,ng/ml,Insecticides
Trifluralin,West River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Paraquat,Mill River,08/10/2011 12:00:00 AM,2011,< 10,ng/ml,Herbicides
Bromacil,Montague River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Permethrin,Winter River,08/21/2014 12:00:00 AM,2014,< 0.01,ng/ml,Insecticides
Dimethoate,Dunk River,07/24/2018 12:00:00 AM,2018,< 0.04,ng/ml,Insecticides
Thiamethoxam,West River,05/28/2018 12:00:00 AM,2018,< 0.005,ng/ml,Insecticides
Mancozeb,Huntley River,09/12/2018 12:00:00 AM,2018,< 100,ng/ml,Fungicides
Mancozeb,Huntley River,09/12/2018 12:00:00 AM,2018,< 100,ng/ml,Fungicides
Azoxystrobin,Mill River,08/25/2011 12:00:00 AM,2011,< 0.05,ng/ml,Fungicides
Imidacloprid,Dunk River,08/12/2010 12:00:00 AM,2010,< 0.1,ng/ml,Insecticides
Chlorantraniliprole,Clyde River,07/14/2009 12:00:00 AM,2009,< 0.1,ng/ml,Insecticides
Phorate,Mill River,09/14/2011 12:00:00 AM,2011,< 0.01,ng/ml,Insecticides
Azinphos-Methyl,Mill River,10/01/2018 12:00:00 AM,2018,< 0.03,ng/ml,Insecticides
Azinphos-Methyl,West River,10/01/2018 12:00:00 AM,2018,< 0.03,ng/ml,Insecticides
Myclobutanil,West River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Propiconazole,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.071,ng/ml,Fungicides
Metobromuron,Dunk River,09/03/2013 12:00:00 AM,2013,< 0.03,ng/ml,Herbicides
Carbofuran,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Metribuzin,Clyde River,08/29/2012 12:00:00 AM,2012,< 0.03,ng/ml,Herbicides
Azinphos-Methyl,Wilmot River,06/26/2018 12:00:00 AM,2018,< 0.03,ng/ml,Insecticides
Phorate,Huntley River,08/13/2015 12:00:00 AM,2015,< 0.01,ng/ml,Insecticides
Ampa,Wilmot River,05/28/2018 12:00:00 AM,2018,< 1.0,ng/ml,Herbicides
Metobromuron,Morell River,09/28/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Terbacil,Wilmot River,08/21/2018 12:00:00 AM,2018,< 0.01,ng/ml,Herbicides
Chlorothalonil,Wilmot River,07/14/2009 12:00:00 AM,2009,< 0.02,ng/ml,Fungicides
Metribuzin,Morell River,07/19/2016 12:00:00 AM,2016,< 0.03,ng/ml,Herbicides
Thiamethoxam,Dunk River,09/18/2013 12:00:00 AM,2013,< 0.01,ng/ml,Insecticides
Permethrin,Dunk River,07/26/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Azinphos-Methyl,Mill River,08/22/2018 12:00:00 AM,2018,< 0.03,ng/ml,Insecticides
Clothianidin,Dunk River,09/18/2013 12:00:00 AM,2013,< 0.01,ng/ml,Insecticides
Flupyradifurone,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.14,ng/ml,Insecticides
Terbacil,Clyde River,06/26/2018 12:00:00 AM,2018,< 0.01,ng/ml,Herbicides
Metalaxyl,Mill River,09/12/2018 12:00:00 AM,2018,< 0.03,ng/ml,Fungicides
Azoxystrobin,Mill River,07/29/2014 12:00:00 AM,2014,< 0.02,ng/ml,Fungicides
Methamidophos,Clyde River,09/28/2017 12:00:00 AM,2017,< 5.0,ng/ml,Insecticides
Clothianidin,West River,07/22/2013 12:00:00 AM,2013,< 0.01,ng/ml,Insecticides
Clothianidin,Montague River,09/09/2014 12:00:00 AM,2014,0.02,ng/ml,Insecticides
Chlorothalonil,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.052,ng/ml,Fungicides
Carbofuran,Clyde River,07/25/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Carbofuran,Winter River,08/10/2011 12:00:00 AM,2011,< 0.05,ng/ml,Insecticides
Chlorpyrifos,Mill River,06/15/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Azoxystrobin,Dunk River,07/26/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Mancozeb,Clyde River,06/26/2018 12:00:00 AM,2018,< 100,ng/ml,Fungicides
Mancozeb,Clyde River,06/26/2018 12:00:00 AM,2018,< 100,ng/ml,Fungicides
Thiabendazole,Dunk River,08/04/2010 12:00:00 AM,2010,< 0.05,ng/ml,Fungicides
Propiconazole,Wilmot River,08/21/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Metiram,Wilmot River,08/29/2012 12:00:00 AM,2012,< 1000,ng/ml,Fungicides
Metiram,Wilmot River,08/29/2012 12:00:00 AM,2012,< 1000,ng/ml,Fungicides
Zoxamide,Morell River,05/28/2018 12:00:00 AM,2018,< 0.502,ng/ml,Fungicides
Spiromesifen,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Bromacil,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Permethrin,Morell River,08/24/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Diquat,Dunk River,08/08/2013 12:00:00 AM,2013,< 10,ng/ml,Herbicides
Cypermethrin,Morell River,08/17/2016 12:00:00 AM,2016,< 0.01,ng/ml,Insecticides
Mancozeb,West River,07/22/2013 12:00:00 AM,2013,< 100,ng/ml,Fungicides
Mancozeb,West River,07/22/2013 12:00:00 AM,2013,< 100,ng/ml,Fungicides
Atrazine,Morell River,09/18/2013 12:00:00 AM,2013,< 0.03,ng/ml,Herbicides
Phorate,West River,09/28/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Hexazinone,Wilmot River,07/26/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Chlorantraniliprole,Clyde River,08/22/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Trifluralin,Winter River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Mcpa,Huntley River,08/29/2012 12:00:00 AM,2012,< 0.5,ng/ml,Herbicides
Flumioxazin,Mill River,05/28/2018 12:00:00 AM,2018,< 0.073,ng/ml,Herbicides
Metribuzin,Huntley River,08/29/2012 12:00:00 AM,2012,< 0.03,ng/ml,Herbicides
Carbofuran,West River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Isofenphos,Morell River,05/28/2018 12:00:00 AM,2018,< 0.051,ng/ml,Insecticides
Propiconazole,Mill River,08/18/2014 12:00:00 AM,2014,< 0.02,ng/ml,Fungicides
Chlorothalonil,Clyde River,07/20/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Chlorpyrifos,Huntley River,10/01/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Azinphos-Methyl,Morell River,09/12/2018 12:00:00 AM,2018,< 0.03,ng/ml,Insecticides
Thiophanate-Methyl,Montague River,07/25/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Carbofuran,Wilmot River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Clomazone,Morell River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Metalaxyl,Clyde River,09/16/2015 12:00:00 AM,2015,< 0.03,ng/ml,Fungicides
Carbofuran,West River,07/22/2013 12:00:00 AM,2013,< 0.02,ng/ml,Insecticides
Linuron,Clyde River,08/09/2012 12:00:00 AM,2012,< 0.06,ng/ml,Herbicides
Thiamethoxam,Dunk River,07/14/2010 12:00:00 AM,2010,< 0.01,ng/ml,Insecticides
Thiamethoxam,Dunk River,07/14/2010 12:00:00 AM,2010,< 0.01,ng/ml,Insecticides
Phorate,Huntley River,07/19/2012 12:00:00 AM,2012,< 0.01,ng/ml,Insecticides
Bromacil,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Chlorothalonil,Mill River,07/20/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Phorate,Morell River,09/28/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Mcpa,Morell River,08/08/2013 12:00:00 AM,2013,< 0.5,ng/ml,Herbicides
Chlorothalonil,Mill River,08/22/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Carbofuran,Dunk River,09/12/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Cypermethrin,Montague River,09/28/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Thiabendazole,Montague River,08/25/2011 12:00:00 AM,2011,< 0.05,ng/ml,Fungicides
Metribuzin,Wilmot River,08/21/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Fludioxonil,Morell River,09/13/2016 12:00:00 AM,2016,< 0.01,ng/ml,Fungicides
Flumetralin,West River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Plant Growth Regulators
Quinclorac,Winter River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Cypermethrin,Montague River,07/29/2014 12:00:00 AM,2014,< 0.01,ng/ml,Insecticides
Propiconazole,Mill River,09/14/2011 12:00:00 AM,2011,< 0.1,ng/ml,Fungicides
Metobromuron,Clyde River,07/25/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Thiabendazole,Dunk River,09/18/2013 12:00:00 AM,2013,< 0.02,ng/ml,Fungicides
Permethrin,Dunk River,06/26/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Propiconazole,Dunk River,09/18/2013 12:00:00 AM,2013,< 0.02,ng/ml,Fungicides
Metobromuron,Montague River,10/05/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Metalaxyl,Montague River,07/20/2017 12:00:00 AM,2017,< 0.03,ng/ml,Fungicides
Dimethoate,West River,06/26/2018 12:00:00 AM,2018,< 0.04,ng/ml,Insecticides
Rimsulfuron,Winter River,06/27/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Thiamethoxam,Dunk River,09/12/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Chlorpyrifos,Clyde River,10/01/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Carbofuran,Huntley River,09/17/2009 12:00:00 AM,2009,< 0.05,ng/ml,Insecticides
Metobromuron,Wilmot River,08/29/2012 12:00:00 AM,2012,< 0.03,ng/ml,Herbicides
Mancozeb,Clyde River,06/15/2017 12:00:00 AM,2017,< 100,ng/ml,Fungicides
Mancozeb,Clyde River,06/15/2017 12:00:00 AM,2017,< 100,ng/ml,Fungicides
Metalaxyl,Montague River,08/18/2014 12:00:00 AM,2014,< 0.03,ng/ml,Fungicides
Metalaxyl,Huntley River,10/05/2017 12:00:00 AM,2017,< 0.03,ng/ml,Fungicides
Chlorothalonil,Winter River,10/05/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Butralin,Winter River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Phorate,Dunk River,06/26/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Heptachlor,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Insecticides
Chlorothalonil,Wilmot River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Imidacloprid,Dunk River,09/03/2013 12:00:00 AM,2013,< 0.02,ng/ml,Insecticides
Permethrin,Wilmot River,08/24/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Rimsulfuron,Winter River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Thiophanate-Methyl,Wilmot River,08/24/2017 12:00:00 AM,2017,0.11,ng/ml,Fungicides
Methamidophos,Montague River,08/22/2018 12:00:00 AM,2018,< 5.0,ng/ml,Insecticides
Metalaxyl,Dunk River,09/18/2013 12:00:00 AM,2013,< 0.03,ng/ml,Fungicides
Azinphos-Methyl,West River,08/24/2017 12:00:00 AM,2017,< 0.03,ng/ml,Insecticides
Imidacloprid,Clyde River,08/18/2015 12:00:00 AM,2015,< 0.02,ng/ml,Insecticides
Linuron,West River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Rimsulfuron,Montague River,08/24/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Hexazinone,Morell River,08/04/2010 12:00:00 AM,2010,< 0.06,ng/ml,Herbicides
Diquat,Morell River,08/08/2013 12:00:00 AM,2013,< 10,ng/ml,Herbicides
Fludioxonil,Dunk River,08/21/2018 12:00:00 AM,2018,< 0.01,ng/ml,Fungicides
Prometon,Mill River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Cypermethrin,Winter River,10/01/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Hexazinone,Clyde River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Thiophanate-Methyl,Morell River,09/03/2013 12:00:00 AM,2013,< 0.02,ng/ml,Fungicides
Metalaxyl,Morell River,09/18/2013 12:00:00 AM,2013,< 0.03,ng/ml,Fungicides
Thiophanate-Methyl,Huntley River,07/21/2015 12:00:00 AM,2015,< 0.02,ng/ml,Fungicides
Dimethoate,Clyde River,10/05/2017 12:00:00 AM,2017,< 0.04,ng/ml,Insecticides
Picoxystrobin,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Metiram,Wilmot River,09/16/2015 12:00:00 AM,2015,< 1000,ng/ml,Fungicides
Metiram,Wilmot River,09/16/2015 12:00:00 AM,2015,< 1000,ng/ml,Fungicides
Clothianidin,West River,05/28/2018 12:00:00 AM,2018,< 0.0125,ng/ml,Insecticides
Atrazine,Wilmot River,07/21/2015 12:00:00 AM,2015,< 0.03,ng/ml,Herbicides
Fludioxonil,Huntley River,06/26/2018 12:00:00 AM,2018,0.1,ng/ml,Fungicides
Propiconazole,Montague River,09/12/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Chlorthal-Dimethyl,Morell River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Chlorothalonil,Morell River,09/12/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Hexazinone,Mill River,09/12/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Mancozeb,Montague River,07/20/2017 12:00:00 AM,2017,< 100,ng/ml,Fungicides
Mancozeb,Montague River,07/20/2017 12:00:00 AM,2017,< 100,ng/ml,Fungicides
Thiabendazole,Mill River,06/26/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Quintozene,Mill River,05/28/2018 12:00:00 AM,2018,< 0.053,ng/ml,Fungicides
Metiram,Wilmot River,09/19/2012 12:00:00 AM,2012,< 1000,ng/ml,Fungicides
Metiram,Wilmot River,09/19/2012 12:00:00 AM,2012,< 1000,ng/ml,Fungicides
Chlorothalonil,Huntley River,07/24/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Methamidophos,Montague River,08/10/2011 12:00:00 AM,2011,< 5.0,ng/ml,Insecticides
Methamidophos,Dunk River,08/12/2010 12:00:00 AM,2010,< 5.0,ng/ml,Insecticides
Azinphos-Methyl,Mill River,05/28/2018 12:00:00 AM,2018,< 0.511,ng/ml,Insecticides
Metconazole,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.152,ng/ml,Fungicides
Cypermethrin,Mill River,08/18/2014 12:00:00 AM,2014,< 0.01,ng/ml,Insecticides
Chlorantraniliprole,Montague River,08/18/2014 12:00:00 AM,2014,0.04,ng/ml,Insecticides
Clothianidin,Wilmot River,09/28/2017 12:00:00 AM,2017,0.05,ng/ml,Insecticides
Mcpa,Huntley River,09/17/2009 12:00:00 AM,2009,< 0.5,ng/ml,Herbicides
Thiamethoxam,Huntley River,10/01/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Propham,Morell River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Sulfentrazone,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.504,ng/ml,Herbicides
Rimsulfuron,Huntley River,08/29/2012 12:00:00 AM,2012,< 0.05,ng/ml,Herbicides
Hexazinone,Montague River,09/28/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Nitrapyrin,West River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Bactericides
Atrazine,Winter River,09/12/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Propiconazole,Morell River,09/12/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Flonicamid,West River,05/28/2018 12:00:00 AM,2018,< 0.0125,ng/ml,Insecticides
Metalaxyl,Mill River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Atrazine,Mill River,07/24/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Sulfoxaflor,Morell River,05/28/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Azoxystrobin,West River,06/26/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Azoxystrobin,Huntley River,07/19/2012 12:00:00 AM,2012,< 0.05,ng/ml,Fungicides
Thiamethoxam,Morell River,09/12/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Metribuzin,Clyde River,09/17/2009 12:00:00 AM,2009,< 0.03,ng/ml,Herbicides
Metribuzin,Wilmot River,08/18/2015 12:00:00 AM,2015,< 0.03,ng/ml,Herbicides
Bifenazate,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.131,ng/ml,Acaricides
Chlorothalonil,West River,08/08/2013 12:00:00 AM,2013,< 0.02,ng/ml,Fungicides
Dimethoate,Huntley River,08/09/2012 12:00:00 AM,2012,< 0.04,ng/ml,Insecticides
Azinphos-Methyl,Dunk River,06/26/2018 12:00:00 AM,2018,< 0.03,ng/ml,Insecticides
Azoxystrobin,Morell River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Imidacloprid,Winter River,08/10/2011 12:00:00 AM,2011,< 0.1,ng/ml,Insecticides
Acetamiprid,Winter River,05/28/2018 12:00:00 AM,2018,< 0.0125,ng/ml,Insecticides
Phorate,Mill River,08/18/2014 12:00:00 AM,2014,< 0.01,ng/ml,Insecticides
Mancozeb,Mill River,08/21/2014 12:00:00 AM,2014,< 100,ng/ml,Fungicides
Mancozeb,Mill River,08/21/2014 12:00:00 AM,2014,< 100,ng/ml,Fungicides
Propiconazole,Dunk River,08/21/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Spiromesifen,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Mcpa,Clyde River,08/19/2009 12:00:00 AM,2009,< 0.5,ng/ml,Herbicides
Cypermethrin,West River,10/01/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Metobromuron,Montague River,08/22/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Phorate,Huntley River,07/21/2015 12:00:00 AM,2015,< 0.01,ng/ml,Insecticides
Heptachlor,Winter River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Insecticides
Thiophanate-Methyl,Mill River,09/12/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Chlorothalonil,Morell River,09/13/2016 12:00:00 AM,2016,< 0.02,ng/ml,Fungicides
Imidacloprid,West River,09/03/2013 12:00:00 AM,2013,< 0.02,ng/ml,Insecticides
Thiabendazole,Clyde River,07/14/2009 12:00:00 AM,2009,< 0.05,ng/ml,Fungicides
Imidacloprid,Huntley River,06/26/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Clothianidin,Winter River,07/25/2018 12:00:00 AM,2018,0.01,ng/ml,Insecticides
Rimsulfuron,Wilmot River,08/29/2012 12:00:00 AM,2012,< 0.05,ng/ml,Herbicides
Malathion,West River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Propiconazole,West River,08/21/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Thiamethoxam,Clyde River,08/09/2012 12:00:00 AM,2012,< 0.01,ng/ml,Insecticides
Cypermethrin,West River,07/20/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Mcpa,Montague River,07/20/2011 12:00:00 AM,2011,< 0.5,ng/ml,Herbicides
Imidacloprid,Huntley River,09/16/2015 12:00:00 AM,2015,0.02,ng/ml,Insecticides
Permethrin,Morell River,08/22/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Thiophanate-Methyl,Morell River,07/20/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Metribuzin,Morell River,06/27/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Azoxystrobin,West River,09/28/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Fluroxypyr,West River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Paraquat,Montague River,08/25/2011 12:00:00 AM,2011,< 10,ng/ml,Herbicides
Chlorpyrifos,Mill River,09/12/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Imazethapyr,Montague River,05/28/2018 12:00:00 AM,2018,< 0.108,ng/ml,Herbicides
Heptachlor,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Insecticides
Phorate,Clyde River,07/21/2015 12:00:00 AM,2015,< 0.01,ng/ml,Insecticides
Prometryn,West River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Cycloate,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Propiconazole,Winter River,08/25/2011 12:00:00 AM,2011,< 0.1,ng/ml,Fungicides
Atrazine,Clyde River,07/14/2009 12:00:00 AM,2009,0.06,ng/ml,Herbicides
Thiabendazole,Winter River,07/20/2011 12:00:00 AM,2011,< 0.05,ng/ml,Fungicides
Propiconazole,West River,08/08/2013 12:00:00 AM,2013,< 0.02,ng/ml,Fungicides
Phorate,Morell River,10/01/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Terbacil,Montague River,08/22/2018 12:00:00 AM,2018,< 0.01,ng/ml,Herbicides
Prometon,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Imidacloprid,Wilmot River,09/28/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Metalaxyl,Huntley River,10/01/2018 12:00:00 AM,2018,< 0.03,ng/ml,Fungicides
Atrazine,Montague River,09/14/2011 12:00:00 AM,2011,< 0.03,ng/ml,Herbicides
Dimethoate,Clyde River,06/26/2018 12:00:00 AM,2018,< 0.04,ng/ml,Insecticides
Thiamethoxam,Clyde River,06/15/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Chlorantraniliprole,Clyde River,08/18/2015 12:00:00 AM,2015,< 0.02,ng/ml,Insecticides
Rimsulfuron,Mill River,07/29/2014 12:00:00 AM,2014,< 0.02,ng/ml,Herbicides
Permethrin,Morell River,06/27/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Malathion,Winter River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Metalaxyl,West River,08/21/2018 12:00:00 AM,2018,< 0.03,ng/ml,Fungicides
Carbofuran,Dunk River,09/28/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Thiamethoxam,West River,08/16/2016 12:00:00 AM,2016,< 0.01,ng/ml,Insecticides
Phorate,Mill River,06/26/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Hexazinone,Clyde River,07/14/2009 12:00:00 AM,2009,< 0.06,ng/ml,Herbicides
Terbacil,Clyde River,08/24/2017 12:00:00 AM,2017,< 0.01,ng/ml,Herbicides
Dimethoate,Dunk River,07/22/2013 12:00:00 AM,2013,< 0.04,ng/ml,Insecticides
Quintozene,Winter River,05/28/2018 12:00:00 AM,2018,< 0.053,ng/ml,Fungicides
Azinphos-Methyl,Morell River,08/22/2018 12:00:00 AM,2018,< 0.03,ng/ml,Insecticides
Thiophanate-Methyl,West River,08/04/2010 12:00:00 AM,2010,< 0.1,ng/ml,Fungicides
Dimethoate,Dunk River,09/03/2013 12:00:00 AM,2013,< 0.04,ng/ml,Insecticides
Metribuzin,Winter River,06/15/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Azinphos-Methyl,Winter River,08/24/2017 12:00:00 AM,2017,< 0.03,ng/ml,Insecticides
Propiconazole,Clyde River,07/25/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Bifenazate,Montague River,05/28/2018 12:00:00 AM,2018,< 0.131,ng/ml,Acaricides
Glyphosate,Huntley River,05/28/2018 12:00:00 AM,2018,< 1.0,ng/ml,Herbicides
Thiabendazole,Clyde River,07/25/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
